object1name,object2name,object3name,object4name,intendedName,clickedName,trialNum,wordID,id,speakerID,listenerID
spottedCircle2,stripedCircle2,redSquare1,blueSquare1,blueSquare1,blueSquare1,40,word5,game109,1,2
stripedCircle2,spottedCircle1,redSquare1,blueSquare2,blueSquare2,blueSquare2,41,word13,game109,2,1
blueSquare1,blueSquare2,stripedCircle1,spottedCircle2,spottedCircle2,spottedCircle2,42,word14,game109,1,2
spottedCircle1,blueSquare2,blueSquare1,stripedCircle1,stripedCircle1,stripedCircle1,43,word8,game109,2,1
redSquare1,blueSquare1,spottedCircle2,stripedCircle2,stripedCircle2,spottedCircle2,44,word6,game109,1,2
spottedCircle1,spottedCircle2,blueSquare1,redSquare2,redSquare2,redSquare2,45,word12,game109,2,1
redSquare1,stripedCircle1,redSquare2,spottedCircle1,spottedCircle1,spottedCircle1,46,word10,game109,1,2
spottedCircle1,stripedCircle1,redSquare2,blueSquare1,blueSquare1,blueSquare1,47,word5,game109,2,1
stripedCircle2,spottedCircle2,blueSquare1,redSquare1,redSquare1,redSquare1,48,word12,game109,1,2
spottedCircle1,stripedCircle2,redSquare2,blueSquare2,blueSquare2,blueSquare2,49,word13,game109,2,1
redSquare2,redSquare1,spottedCircle2,blueSquare1,blueSquare1,blueSquare1,50,word5,game109,1,2
blueSquare2,stripedCircle1,blueSquare1,spottedCircle2,spottedCircle2,spottedCircle2,51,word14,game109,2,1
redSquare2,spottedCircle2,blueSquare1,stripedCircle1,stripedCircle1,stripedCircle1,52,word8,game109,1,2
blueSquare1,blueSquare2,spottedCircle1,redSquare2,redSquare2,redSquare2,53,word12,game109,2,1
blueSquare2,redSquare1,spottedCircle1,stripedCircle2,stripedCircle2,stripedCircle2,54,word6,game109,1,2
blueSquare1,stripedCircle1,redSquare2,spottedCircle1,spottedCircle1,spottedCircle1,55,word10,game109,2,1
blueSquare2,stripedCircle1,spottedCircle2,redSquare1,redSquare1,redSquare1,56,word12,game109,1,2
redSquare1,spottedCircle2,spottedCircle1,stripedCircle2,stripedCircle2,stripedCircle2,57,word6,game109,2,1
redSquare1,stripedCircle2,stripedCircle1,blueSquare1,blueSquare1,blueSquare1,58,word5,game109,1,2
spottedCircle1,redSquare1,spottedCircle2,blueSquare2,blueSquare2,blueSquare2,59,word13,game109,2,1
stripedCircle2,stripedCircle1,blueSquare2,redSquare1,redSquare1,redSquare1,60,word12,game109,1,2
redSquare2,stripedCircle2,stripedCircle1,spottedCircle1,spottedCircle1,spottedCircle1,61,word10,game109,2,1
redSquare2,blueSquare2,spottedCircle1,stripedCircle1,stripedCircle1,stripedCircle1,62,word8,game109,1,2
blueSquare2,blueSquare1,stripedCircle2,spottedCircle2,spottedCircle2,spottedCircle2,63,word14,game109,2,1
stripedCircle1,blueSquare1,blueSquare2,redSquare2,redSquare2,redSquare2,64,word12,game109,1,2
spottedCircle2,redSquare1,redSquare2,stripedCircle1,stripedCircle1,stripedCircle1,65,word8,game109,2,1
redSquare1,spottedCircle1,redSquare2,blueSquare2,blueSquare2,blueSquare2,66,word13,game109,1,2
stripedCircle2,stripedCircle1,redSquare2,spottedCircle1,spottedCircle1,spottedCircle1,67,word10,game109,2,1
stripedCircle1,blueSquare2,blueSquare1,spottedCircle2,spottedCircle2,spottedCircle2,68,word14,game109,1,2
blueSquare2,redSquare2,spottedCircle2,stripedCircle2,stripedCircle2,stripedCircle2,69,word6,game109,2,1
stripedCircle2,spottedCircle2,blueSquare1,redSquare2,redSquare2,redSquare2,70,word12,game109,1,2
spottedCircle2,blueSquare1,stripedCircle2,redSquare1,redSquare1,redSquare1,71,word11,game109,2,1
stripedCircle2,redSquare1,spottedCircle2,blueSquare1,blueSquare1,blueSquare1,72,word5,game109,1,2
stripedCircle2,blueSquare1,redSquare2,spottedCircle2,spottedCircle2,spottedCircle2,73,word14,game109,2,1
stripedCircle1,blueSquare2,stripedCircle2,spottedCircle1,spottedCircle1,spottedCircle1,74,word10,game109,1,2
stripedCircle2,spottedCircle2,blueSquare1,redSquare2,redSquare2,redSquare2,75,word12,game109,2,1
stripedCircle1,redSquare2,spottedCircle2,blueSquare1,blueSquare1,blueSquare1,76,word5,game109,1,2
stripedCircle1,blueSquare2,stripedCircle2,redSquare1,redSquare1,redSquare1,77,word11,game109,2,1
spottedCircle1,stripedCircle1,redSquare2,blueSquare2,blueSquare2,blueSquare2,78,word13,game109,1,2
redSquare2,spottedCircle1,blueSquare2,stripedCircle2,stripedCircle2,stripedCircle2,79,word6,game109,2,1
blueSquare2,spottedCircle2,redSquare2,stripedCircle1,stripedCircle1,stripedCircle1,80,word8,game109,1,2
stripedCircle1,stripedCircle2,redSquare1,blueSquare2,blueSquare2,blueSquare2,81,word13,game109,2,1
stripedCircle1,redSquare2,redSquare1,spottedCircle1,spottedCircle1,spottedCircle1,82,word10,game109,1,2
redSquare1,redSquare2,spottedCircle2,stripedCircle2,stripedCircle2,stripedCircle2,83,word6,game109,2,1
stripedCircle1,spottedCircle1,blueSquare2,redSquare1,redSquare1,redSquare1,84,word11,game109,1,2
redSquare1,spottedCircle2,blueSquare1,stripedCircle1,stripedCircle1,stripedCircle1,85,word8,game109,2,1
stripedCircle1,blueSquare1,redSquare1,spottedCircle2,spottedCircle2,spottedCircle2,86,word14,game109,1,2
spottedCircle1,stripedCircle2,redSquare1,blueSquare1,blueSquare1,blueSquare1,87,word5,game109,2,1
blueSquare2,stripedCircle1,stripedCircle2,redSquare2,redSquare2,redSquare2,88,word12,game109,1,2
stripedCircle1,stripedCircle2,redSquare1,spottedCircle2,spottedCircle2,spottedCircle2,89,word14,game109,2,1
stripedCircle1,redSquare2,redSquare1,blueSquare1,blueSquare1,blueSquare1,90,word5,game109,1,2
stripedCircle2,redSquare1,redSquare2,blueSquare2,blueSquare2,blueSquare2,91,word13,game109,2,1
blueSquare1,blueSquare2,stripedCircle1,redSquare1,redSquare1,redSquare1,92,word11,game109,1,2
redSquare1,spottedCircle2,blueSquare1,stripedCircle2,stripedCircle2,stripedCircle2,93,word6,game109,2,1
spottedCircle2,blueSquare1,redSquare2,stripedCircle1,stripedCircle1,stripedCircle1,94,word8,game109,1,2
stripedCircle2,blueSquare2,stripedCircle1,spottedCircle1,spottedCircle1,spottedCircle1,95,word10,game109,2,1
blueSquare1,blueSquare2,spottedCircle1,redSquare2,redSquare2,redSquare2,96,word12,game109,1,2
