object1name,object2name,object3name,object4name,intendedName,clickedName,trialNum,wordID,id,speakerID,listenerID
blueSquare1,spottedCircle2,redSquare1,stripedCircle2,stripedCircle2,stripedCircle2,55,word15,game111,2,1
spottedCircle1,redSquare2,stripedCircle2,blueSquare2,blueSquare2,blueSquare2,56,word3,game111,1,2
spottedCircle1,redSquare2,redSquare1,stripedCircle2,stripedCircle2,stripedCircle2,57,word15,game111,2,1
spottedCircle2,blueSquare2,spottedCircle1,stripedCircle1,stripedCircle1,stripedCircle1,58,word15,game111,1,2
stripedCircle1,blueSquare1,stripedCircle2,redSquare2,redSquare2,redSquare2,59,word7,game111,2,1
stripedCircle2,redSquare2,redSquare1,spottedCircle1,spottedCircle1,spottedCircle1,60,word13,game111,1,2
stripedCircle1,spottedCircle2,redSquare2,blueSquare2,blueSquare2,blueSquare2,61,word3,game111,2,1
spottedCircle2,redSquare1,spottedCircle1,blueSquare1,blueSquare1,blueSquare1,62,word3,game111,1,2
stripedCircle1,redSquare1,stripedCircle2,spottedCircle2,spottedCircle2,spottedCircle2,63,word13,game111,2,1
spottedCircle2,blueSquare2,spottedCircle1,redSquare1,redSquare1,redSquare1,64,word7,game111,1,2
redSquare2,stripedCircle1,redSquare1,spottedCircle2,spottedCircle2,spottedCircle2,65,word13,game111,2,1
stripedCircle2,redSquare2,spottedCircle2,blueSquare2,blueSquare2,blueSquare2,66,word3,game111,1,2
stripedCircle1,redSquare1,spottedCircle1,blueSquare1,blueSquare1,blueSquare1,67,word3,game111,2,1
blueSquare1,redSquare1,spottedCircle2,stripedCircle1,stripedCircle1,stripedCircle1,68,word16,game111,1,2
spottedCircle1,redSquare1,blueSquare2,stripedCircle2,stripedCircle2,stripedCircle2,69,word15,game111,2,1
stripedCircle2,stripedCircle1,blueSquare2,redSquare1,redSquare1,redSquare1,70,word7,game111,1,2
stripedCircle1,blueSquare2,stripedCircle2,spottedCircle1,spottedCircle1,spottedCircle1,71,word13,game111,2,1
spottedCircle2,blueSquare1,stripedCircle2,redSquare2,redSquare2,redSquare2,72,word7,game111,1,2
stripedCircle2,spottedCircle1,blueSquare1,redSquare1,redSquare1,redSquare1,73,word7,game111,2,1
stripedCircle2,redSquare1,spottedCircle2,blueSquare2,blueSquare2,blueSquare2,74,word3,game111,1,2
spottedCircle1,stripedCircle2,blueSquare2,redSquare2,redSquare2,redSquare2,75,word7,game111,2,1
spottedCircle2,blueSquare2,redSquare2,stripedCircle1,stripedCircle1,stripedCircle1,76,word16,game111,1,2
spottedCircle1,spottedCircle2,blueSquare2,stripedCircle2,stripedCircle2,stripedCircle2,77,word15,game111,2,1
stripedCircle1,blueSquare2,blueSquare1,spottedCircle2,spottedCircle2,spottedCircle2,78,word13,game111,1,2
blueSquare1,stripedCircle2,blueSquare2,spottedCircle1,spottedCircle1,spottedCircle1,79,word13,game111,2,1
stripedCircle1,redSquare1,spottedCircle1,blueSquare1,blueSquare1,blueSquare1,80,word3,game111,1,2
stripedCircle2,stripedCircle1,blueSquare1,spottedCircle2,spottedCircle2,spottedCircle2,81,word13,game111,2,1
redSquare1,spottedCircle1,redSquare2,blueSquare2,blueSquare2,blueSquare2,82,word3,game111,1,2
spottedCircle1,stripedCircle1,blueSquare1,redSquare1,redSquare1,redSquare1,83,word7,game111,2,1
spottedCircle2,redSquare1,stripedCircle1,blueSquare1,blueSquare1,blueSquare1,84,word3,game111,1,2
spottedCircle2,blueSquare2,redSquare2,stripedCircle1,stripedCircle1,stripedCircle1,85,word15,game111,2,1
spottedCircle1,blueSquare2,blueSquare1,redSquare2,redSquare2,redSquare2,86,word7,game111,1,2
blueSquare2,redSquare1,stripedCircle1,spottedCircle1,spottedCircle1,spottedCircle1,87,word13,game111,2,1
spottedCircle2,blueSquare2,blueSquare1,stripedCircle2,stripedCircle2,stripedCircle2,88,word15,game111,1,2
redSquare1,redSquare2,spottedCircle2,stripedCircle1,stripedCircle1,stripedCircle1,89,word16,game111,2,1
blueSquare1,blueSquare2,stripedCircle2,redSquare1,redSquare1,redSquare1,90,word7,game111,1,2
redSquare2,redSquare1,spottedCircle2,blueSquare1,blueSquare1,blueSquare1,91,word3,game111,2,1
blueSquare2,blueSquare1,stripedCircle2,redSquare2,redSquare2,redSquare2,92,word7,game111,1,2
stripedCircle2,blueSquare2,stripedCircle1,spottedCircle1,spottedCircle1,spottedCircle1,93,word13,game111,2,1
stripedCircle1,spottedCircle2,redSquare2,blueSquare2,blueSquare2,stripedCircle1,94,word16,game111,1,2
redSquare2,redSquare1,spottedCircle1,stripedCircle2,stripedCircle2,stripedCircle2,95,word15,game111,2,1
redSquare1,stripedCircle2,blueSquare1,spottedCircle2,spottedCircle2,spottedCircle2,96,word13,game111,1,2
