object1name,object2name,object3name,object4name,intendedName,clickedName,trialNum,wordID,id,speakerID,listenerID
stripedCircle1,redSquare2,spottedCircle1,blueSquare1,blueSquare1,blueSquare1,72,word16,game99,1,2
stripedCircle1,stripedCircle2,blueSquare2,redSquare1,redSquare1,redSquare1,73,word6,game99,2,1
blueSquare2,blueSquare1,spottedCircle1,stripedCircle1,stripedCircle1,stripedCircle1,74,word7,game99,1,2
stripedCircle1,blueSquare1,redSquare1,spottedCircle2,spottedCircle2,spottedCircle2,75,word15,game99,2,1
redSquare1,stripedCircle1,stripedCircle2,blueSquare1,blueSquare1,blueSquare1,76,word16,game99,1,2
spottedCircle2,spottedCircle1,blueSquare1,redSquare2,redSquare2,redSquare2,77,word6,game99,2,1
stripedCircle1,stripedCircle2,redSquare1,spottedCircle1,spottedCircle1,spottedCircle1,78,word15,game99,1,2
redSquare2,stripedCircle1,redSquare1,blueSquare2,blueSquare2,blueSquare2,79,word16,game99,2,1
redSquare2,spottedCircle1,redSquare1,stripedCircle2,stripedCircle2,stripedCircle2,80,word7,game99,1,2
blueSquare2,redSquare2,spottedCircle2,stripedCircle1,stripedCircle1,stripedCircle1,81,word7,game99,2,1
spottedCircle1,redSquare2,spottedCircle2,stripedCircle2,stripedCircle2,stripedCircle2,82,word7,game99,1,2
blueSquare1,redSquare2,stripedCircle1,spottedCircle1,spottedCircle1,spottedCircle1,83,word15,game99,2,1
blueSquare2,spottedCircle1,blueSquare1,redSquare2,redSquare2,redSquare2,84,word6,game99,1,2
blueSquare2,spottedCircle2,spottedCircle1,redSquare1,redSquare1,redSquare1,85,word6,game99,2,1
redSquare2,stripedCircle2,stripedCircle1,spottedCircle2,spottedCircle2,spottedCircle2,86,word15,game99,1,2
redSquare2,spottedCircle2,stripedCircle2,blueSquare1,blueSquare1,blueSquare1,87,word16,game99,2,1
stripedCircle2,spottedCircle1,redSquare1,blueSquare2,blueSquare2,blueSquare2,88,word16,game99,1,2
stripedCircle1,blueSquare1,spottedCircle1,redSquare1,redSquare1,redSquare1,89,word6,game99,2,1
stripedCircle1,stripedCircle2,redSquare2,spottedCircle1,spottedCircle1,spottedCircle1,90,word15,game99,1,2
redSquare2,blueSquare2,spottedCircle2,stripedCircle1,stripedCircle1,stripedCircle1,91,word7,game99,2,1
blueSquare1,redSquare1,stripedCircle2,spottedCircle2,spottedCircle2,spottedCircle2,92,word15,game99,1,2
stripedCircle1,stripedCircle2,redSquare2,blueSquare1,blueSquare1,blueSquare1,93,word16,game99,2,1
blueSquare1,spottedCircle1,stripedCircle1,redSquare2,redSquare2,redSquare2,94,word6,game99,1,2
spottedCircle1,blueSquare2,redSquare1,stripedCircle2,stripedCircle2,stripedCircle2,95,word7,game99,2,1
redSquare2,spottedCircle2,stripedCircle1,blueSquare2,blueSquare2,blueSquare2,96,word16,game99,1,2
