object1name,object2name,object3name,object4name,intendedName,clickedName,trialNum,wordID,id,speakerID,listenerID
redSquare1,spottedCircle1,stripedCircle2,blueSquare1,blueSquare1,blueSquare1,66,word16,game116,1,2
redSquare2,spottedCircle2,blueSquare1,spottedCircle1,spottedCircle1,spottedCircle1,67,word2,game116,2,1
spottedCircle2,blueSquare1,blueSquare2,stripedCircle1,stripedCircle1,spottedCircle2,68,word2,game116,1,2
stripedCircle2,blueSquare2,spottedCircle2,redSquare1,redSquare1,redSquare1,69,word13,game116,2,1
stripedCircle1,redSquare1,spottedCircle2,blueSquare2,blueSquare2,blueSquare2,70,word3,game116,1,2
blueSquare1,spottedCircle1,stripedCircle2,stripedCircle1,stripedCircle1,blueSquare1,71,word10,game116,2,1
redSquare1,spottedCircle1,stripedCircle1,redSquare2,redSquare2,stripedCircle1,72,word9,game116,1,2
blueSquare1,spottedCircle1,redSquare2,spottedCircle2,spottedCircle2,spottedCircle2,73,word11,game116,2,1
blueSquare1,redSquare2,spottedCircle1,redSquare1,redSquare1,redSquare1,74,word13,game116,1,2
blueSquare2,spottedCircle1,spottedCircle2,stripedCircle2,stripedCircle2,blueSquare2,75,word9,game116,2,1
blueSquare1,spottedCircle2,spottedCircle1,blueSquare2,blueSquare2,blueSquare2,76,word3,game116,1,2
blueSquare1,stripedCircle2,spottedCircle1,redSquare2,redSquare2,redSquare2,77,word5,game116,2,1
stripedCircle1,redSquare2,blueSquare1,stripedCircle2,stripedCircle2,stripedCircle2,78,word9,game116,1,2
stripedCircle1,spottedCircle2,blueSquare2,blueSquare1,blueSquare1,stripedCircle1,79,word16,game116,2,1
redSquare2,stripedCircle1,stripedCircle2,spottedCircle1,spottedCircle1,spottedCircle1,80,word2,game116,1,2
blueSquare1,spottedCircle1,spottedCircle2,blueSquare2,blueSquare2,blueSquare2,81,word3,game116,2,1
spottedCircle1,stripedCircle1,blueSquare1,spottedCircle2,spottedCircle2,spottedCircle1,82,word1,game116,1,2
spottedCircle1,stripedCircle2,blueSquare2,blueSquare1,blueSquare1,blueSquare1,83,word13,game116,2,1
spottedCircle1,blueSquare1,stripedCircle1,redSquare1,redSquare1,blueSquare1,84,word13,game116,1,2
stripedCircle2,blueSquare1,blueSquare2,stripedCircle1,stripedCircle1,stripedCircle1,85,word10,game116,2,1
redSquare2,stripedCircle2,redSquare1,blueSquare1,blueSquare1,blueSquare1,86,word16,game116,1,2
spottedCircle1,stripedCircle1,blueSquare1,stripedCircle2,stripedCircle2,stripedCircle2,87,word9,game116,2,1
spottedCircle1,redSquare2,stripedCircle2,blueSquare2,blueSquare2,blueSquare2,88,word3,game116,1,2
redSquare1,stripedCircle1,blueSquare1,spottedCircle2,spottedCircle2,spottedCircle2,89,word11,game116,2,1
blueSquare2,spottedCircle2,stripedCircle2,redSquare2,redSquare2,redSquare2,90,word5,game116,1,2
redSquare1,blueSquare2,spottedCircle2,spottedCircle1,spottedCircle1,spottedCircle1,91,word2,game116,2,1
redSquare1,spottedCircle2,blueSquare1,stripedCircle2,stripedCircle2,spottedCircle2,92,word1,game116,1,2
blueSquare2,redSquare1,spottedCircle2,stripedCircle1,stripedCircle1,stripedCircle1,93,word10,game116,2,1
redSquare2,redSquare1,stripedCircle1,spottedCircle1,spottedCircle1,spottedCircle1,94,word2,game116,1,2
redSquare2,spottedCircle2,stripedCircle2,redSquare1,redSquare1,redSquare1,95,word13,game116,2,1
spottedCircle1,redSquare1,stripedCircle1,redSquare2,redSquare2,redSquare2,96,word5,game116,1,2
